skill_python,skill_javascript,skill_react,skill_nodejs,skill_mongodb,skill_design,skill_testing,skill_devops,skill_ml,skill_java,role_PM,role_Developer,role_Designer,role_QA,role_BusinessAnalyst,availability_overlap,team_size,avg_skill_level,skill_diversity,roles_covered,max_skill_gap,workload_balance_score,success_score
5,2,2,3,2,4,5,5,2,2,1,1,0,1,1,0.6375244621839472,6,3.2,10,4,0.738,0.743,100.0
2,3,4,2,2,5,4,4,2,2,0,1,1,1,0,0.9513648557953838,6,3.0,10,3,2.488,1.723,91.58
5,2,2,5,4,2,1,3,2,2,0,1,0,1,1,0.9381768548937413,3,2.8,9,3,0.501,1.33,85.85
5,4,3,4,2,5,2,2,2,2,1,1,0,1,1,0.8713951027660081,4,3.1,10,4,2.607,0.898,90.91
5,2,2,5,2,3,4,2,2,2,1,1,1,1,1,0.35380312125114655,5,2.9,10,5,2.417,0.422,96.08
3,5,5,5,4,2,4,5,2,2,0,1,1,1,1,0.8583922131705184,6,3.7,10,4,1.298,1.318,100.0
5,5,3,4,4,2,3,4,2,1,1,0,1,1,1,0.7253803659938174,4,3.3,9,4,0.2,0.48,100.0
3,5,5,3,2,5,2,4,2,2,0,1,0,1,1,0.7377337775066726,6,3.3,10,3,0.573,0.74,100.0
3,2,2,5,4,3,5,2,2,2,1,1,1,1,1,0.7242258011097986,5,3.0,10,5,1.099,0.194,100.0
2,4,4,2,2,4,2,5,2,2,1,0,1,1,1,0.9453478425814652,4,2.9,10,4,1.733,0.775,92.13
1,5,5,2,2,4,2,3,2,2,0,1,1,1,1,0.8770307416165839,4,2.8,9,4,1.973,0.142,97.52
4,2,2,5,3,2,5,5,2,2,1,1,1,0,1,0.35239694976275726,6,3.2,10,4,2.38,1.498,87.08
3,5,5,4,2,2,4,2,1,2,1,1,1,1,1,0.48191697449876747,6,3.0,9,5,0.24,1.657,100.0
3,4,4,3,4,2,3,2,2,1,0,1,1,0,1,0.6544368087690334,3,2.8,9,3,0.96,0.332,88.02
5,1,1,5,4,3,1,4,2,2,1,1,1,0,0,0.776300305243617,3,2.8,7,3,1.365,1.45,70.38
4,5,4,4,2,4,4,2,2,2,0,1,1,1,1,0.7829255098700534,6,3.3,10,4,0.057,1.261,100.0
1,5,3,2,2,3,2,5,2,2,1,1,0,1,1,0.8534566029607769,4,2.7,9,4,2.603,1.522,80.88
5,2,2,5,4,2,4,4,2,2,1,1,1,1,0,0.7214073152592917,6,3.2,10,4,2.787,0.962,91.28
4,2,2,5,4,4,2,1,2,0,1,1,1,1,1,0.967940859768555,5,2.6,8,5,2.775,0.264,84.37
4,5,5,5,4,2,2,2,2,2,1,1,1,0,1,0.5481640163367243,4,3.3,10,4,1.478,1.76,98.82
1,2,1,2,0,2,5,3,2,2,0,1,0,1,1,0.8914123531065743,3,2.0,7,3,0.515,0.243,65.36
2,4,5,2,2,1,2,5,2,2,1,1,1,1,1,0.9328307025383407,5,2.7,9,5,2.287,1.604,88.48
5,5,5,5,2,3,5,3,1,2,1,1,1,1,1,0.45351784597796574,5,3.6,9,5,0.603,1.525,100.0
4,5,3,5,4,1,5,2,2,2,1,0,1,1,1,0.4348283202704102,4,3.3,9,4,1.441,0.376,92.94
4,4,5,5,4,2,2,4,1,2,0,1,1,1,0,0.9479135470996465,3,3.3,9,3,2.688,1.302,100.0
1,5,5,2,2,2,2,3,1,1,1,0,1,0,1,0.7402112950272239,3,2.4,7,3,0.313,0.291,93.86
5,5,4,4,2,5,5,3,2,2,1,0,1,1,1,0.7815409855653668,6,3.7,10,4,0.267,1.201,100.0
2,4,5,2,2,4,2,5,2,2,1,1,0,0,1,0.7030714486946031,6,3.0,10,3,1.223,0.487,87.4
3,4,5,5,2,2,3,2,2,2,0,1,1,1,1,0.8710013363480189,6,3.0,10,4,1.851,1.358,85.85
2,1,2,2,2,0,3,5,1,1,0,1,1,1,1,0.5467572740605867,4,1.9,6,4,0.876,1.686,59.37
4,2,2,3,3,5,5,5,2,2,0,1,0,1,1,0.8858465560031958,6,3.3,10,3,0.155,0.03,100.0
5,2,0,3,2,2,4,5,2,2,1,1,1,0,0,0.8578268933436832,3,2.7,9,3,2.235,0.66,85.74
4,2,2,4,4,5,2,1,1,1,1,1,1,1,1,0.44602853705849677,5,2.6,7,5,0.805,0.297,81.42
3,4,3,4,3,2,3,5,2,2,1,1,0,1,0,0.8616166781056218,6,3.1,10,3,0.939,1.242,88.79
5,3,4,5,4,3,2,2,2,2,1,1,1,0,1,0.48631211635690164,6,3.2,10,4,1.061,0.49,100.0
5,2,2,5,4,3,2,1,2,2,1,1,0,1,1,0.39971255834176256,4,2.8,9,4,0.258,1.751,88.12
5,2,2,5,3,5,2,4,2,2,1,1,0,0,1,0.9782916398552666,3,3.2,10,3,2.788,1.245,88.48
4,2,2,4,4,5,1,2,2,2,1,0,1,1,1,0.702731051236603,4,2.8,9,4,2.117,0.644,78.48
5,2,2,5,3,0,2,3,2,2,0,1,1,1,1,0.3450435580360841,4,2.6,9,4,0.861,1.116,70.1
2,5,5,2,2,4,3,2,1,2,1,1,1,0,1,0.7355503007175097,6,2.8,9,4,1.189,1.776,93.77
5,2,2,5,3,1,3,5,1,1,1,0,1,1,0,0.3893767059204828,6,2.8,7,3,2.092,0.356,80.76
4,3,5,5,3,2,2,4,2,2,1,0,1,0,1,0.8129290111143765,3,3.2,10,3,0.24,0.113,96.57
4,4,3,3,4,4,3,3,2,2,1,1,0,1,0,0.797606516493105,6,3.2,10,3,1.832,0.28,100.0
2,2,2,2,1,5,4,2,1,1,0,0,1,1,1,0.4224573426834762,3,2.2,7,3,2.992,0.995,61.64
4,1,2,4,3,5,3,2,1,1,1,1,1,1,1,0.9598632293120322,5,2.6,7,5,0.483,0.507,99.26
2,2,2,2,2,5,5,2,2,2,1,1,1,1,1,0.6626997879694951,5,2.6,10,5,1.033,0.224,100.0
5,5,3,3,4,4,2,5,2,2,1,1,1,0,1,0.5125412602197219,6,3.5,10,4,2.195,0.507,100.0
3,5,4,5,4,5,2,5,1,2,0,1,0,1,1,0.6780755177094315,6,3.6,9,3,0.337,0.266,100.0
4,5,5,3,3,2,5,4,1,2,1,1,1,1,1,0.7203185502821328,5,3.4,9,5,2.643,1.773,100.0
4,3,5,3,3,4,2,4,1,2,1,1,1,1,1,0.475550864794672,5,3.1,9,5,0.255,0.335,100.0
3,5,4,3,4,5,2,4,1,2,0,1,1,1,1,0.32942885375285985,4,3.3,9,4,1.597,0.993,95.7
2,4,3,1,2,2,5,1,1,1,1,1,0,1,0,0.9881000112914504,3,2.2,6,3,1.102,1.916,79.94
2,5,4,2,2,3,4,5,2,2,1,0,1,1,1,0.9487171422754599,4,3.1,10,4,2.142,1.295,86.47
4,5,4,5,3,2,2,3,2,2,1,1,1,1,1,0.4203303688735758,5,3.2,10,5,0.35,0.65,100.0
2,3,5,2,2,3,2,3,1,2,1,0,1,1,1,0.8544161060417299,4,2.5,9,4,0.349,1.995,80.17
4,2,2,3,4,5,3,4,2,1,1,1,1,0,1,0.9984230374211205,6,3.0,9,4,1.179,0.298,96.52
3,2,2,5,3,3,2,3,2,2,0,0,1,1,1,0.6864933306055568,3,2.7,10,3,2.072,1.857,74.24
5,4,3,5,2,2,2,3,2,2,1,1,0,1,1,0.6822745759583172,4,3.0,10,4,0.439,1.233,100.0
2,4,5,2,2,2,2,5,2,2,1,1,1,1,1,0.9769198704819502,5,2.8,10,5,1.702,0.204,100.0
5,4,3,5,4,3,2,1,2,2,1,1,1,1,0,0.3427106485611483,4,3.1,9,4,2.858,0.322,88.28
2,2,2,2,2,5,4,3,2,2,1,0,1,1,1,0.6233249210625469,4,2.6,10,4,2.062,0.644,83.08
2,3,4,2,2,2,5,2,2,2,1,1,1,1,1,0.6670680512204996,5,2.6,10,5,2.41,0.193,96.94
2,5,5,2,2,5,2,5,2,2,1,1,0,1,1,0.9100227213625987,4,3.2,10,4,0.369,1.261,100.0
5,3,4,5,4,2,2,5,2,2,1,0,1,1,1,0.666102305402968,4,3.4,10,4,0.027,0.42,100.0
5,5,5,5,2,2,2,2,2,1,1,1,0,1,1,0.5653749216954789,6,3.1,9,4,0.419,0.946,93.7
1,5,5,1,1,1,2,5,2,1,1,0,1,1,0,0.9790365035741824,3,2.4,5,3,0.887,0.259,88.9
2,0,1,2,1,5,4,1,0,2,1,0,1,1,0,0.5741787790192785,3,1.8,5,3,2.42,1.197,53.7
5,5,5,5,4,5,3,2,2,1,1,1,1,1,1,0.637322411190189,5,3.7,9,5,2.609,0.379,100.0
4,4,4,3,2,2,4,3,2,2,1,1,1,0,1,0.7838724441299174,6,3.0,10,4,2.696,0.411,98.54
4,0,2,5,2,3,3,5,2,2,0,1,1,1,1,0.9886567874866823,4,2.8,9,4,2.661,0.545,73.3
4,5,4,5,3,2,2,4,2,2,1,1,1,0,1,0.6571167221717196,4,3.3,10,4,1.588,0.749,94.34
4,2,2,4,3,5,5,3,2,2,1,1,1,1,0,0.4007709385861202,6,3.2,10,4,1.887,0.976,94.95
5,1,2,5,3,2,4,4,2,2,1,0,1,1,1,0.7838621554976584,4,3.0,9,4,2.237,0.849,84.94
4,5,5,3,4,4,3,1,2,1,0,1,1,1,1,0.711118238513089,4,3.2,8,4,2.642,0.688,93.69
3,1,2,5,4,2,5,3,2,2,1,1,1,1,0,0.9222205233448937,6,2.9,9,4,2.15,1.704,85.27
4,4,4,4,3,2,3,1,2,2,1,0,1,0,1,0.8003755333840055,3,2.9,9,3,1.818,0.316,91.01
5,2,2,5,4,4,3,5,2,2,1,1,1,1,1,0.5132217990973025,5,3.4,10,5,2.681,0.508,98.9
2,5,5,2,1,5,4,4,2,2,1,1,1,1,1,0.6436914839307792,5,3.2,9,5,2.361,0.127,100.0
4,3,5,5,2,4,5,5,2,2,1,0,0,1,1,0.8670094287644243,6,3.7,10,3,0.085,1.182,100.0
5,4,5,5,3,4,4,2,2,2,1,1,1,1,1,0.727324323557377,5,3.6,10,5,2.009,1.212,100.0
4,2,2,4,4,5,2,3,2,2,1,1,0,1,0,0.998830298179431,3,3.0,10,3,0.158,0.124,100.0
5,5,5,4,4,3,2,4,2,2,1,1,1,0,1,0.34902648286760884,6,3.6,10,4,2.65,0.378,100.0
5,2,2,4,4,5,3,4,2,2,1,1,1,1,1,0.5118349027679423,5,3.3,10,5,0.721,1.599,100.0
5,2,2,5,3,2,5,3,2,2,1,0,1,0,1,0.5742810477326479,6,3.1,10,3,2.932,0.411,82.67
2,5,3,1,2,3,1,5,2,2,1,0,0,1,1,0.303034518617401,3,2.6,8,3,1.677,0.724,71.21
3,4,5,5,4,2,2,3,2,2,1,1,1,1,1,0.7218278857473459,5,3.2,10,5,1.634,1.694,97.06
2,5,4,2,1,2,4,2,2,2,1,1,0,1,1,0.8978135018717992,4,2.6,9,4,2.402,0.317,98.33
2,4,4,2,2,2,5,2,2,2,1,1,1,1,1,0.43325466749602587,5,2.7,10,5,1.447,0.264,100.0
2,3,4,2,2,5,2,5,2,2,1,0,1,1,1,0.6081542440935475,4,2.9,10,4,1.399,1.669,91.19
2,5,5,2,2,3,3,1,2,1,1,1,1,1,1,0.7376324488727238,5,2.6,8,5,1.081,0.526,100.0
2,4,5,2,2,2,5,4,1,2,1,1,1,1,1,0.43746728558566494,5,2.9,9,5,2.808,1.014,90.23
4,2,2,3,4,3,4,3,2,2,1,1,1,1,1,0.6737522620438124,5,2.9,10,5,2.339,1.553,76.15
2,3,5,2,2,2,5,5,2,2,1,1,1,1,1,0.31830500660618216,5,3.0,10,5,0.359,0.063,98.52
4,4,4,5,4,4,2,2,2,2,1,1,1,0,1,0.48562792041958214,6,3.3,10,4,2.346,0.35,100.0
5,5,4,4,4,2,2,5,2,2,0,1,0,1,1,0.7546735022395124,6,3.5,10,3,2.752,0.439,100.0
2,2,2,2,1,4,2,3,2,1,1,0,1,0,1,0.5436239500274881,3,2.1,8,3,2.908,1.906,60.4
2,4,5,2,2,5,3,3,2,2,1,0,0,1,1,0.8441678621040494,6,3.0,10,3,0.502,0.362,100.0
0,5,4,2,1,4,2,1,2,2,0,1,0,1,1,0.9171714301997964,3,2.3,7,3,2.325,0.661,88.39
5,2,2,4,4,3,2,5,2,1,1,1,1,1,1,0.694564277057321,6,3.0,9,5,1.559,1.943,92.73
4,5,3,3,3,3,2,3,1,2,1,1,0,1,1,0.997607342405513,4,2.9,9,4,2.844,0.25,99.98
4,2,2,5,3,3,3,4,2,2,1,1,1,1,1,0.5352239959480556,5,3.0,10,5,1.007,1.194,93.27
1,4,3,2,2,2,1,4,2,2,1,1,0,1,0,0.9246781990187098,3,2.3,8,3,2.303,1.548,74.3
4,2,2,5,3,4,5,2,2,1,1,1,1,1,1,0.6726538299602971,5,3.0,9,5,2.339,0.709,91.99
2,2,2,2,2,5,5,5,2,2,1,1,0,1,1,0.6662743133558029,6,2.9,10,4,1.256,0.949,85.88
4,2,2,4,4,5,4,2,2,2,1,1,1,1,1,0.8956581494313067,5,3.1,10,5,1.909,0.217,100.0
5,2,2,4,3,4,2,4,2,2,1,1,1,1,1,0.39923076749504727,5,3.0,10,5,1.28,0.814,96.63
5,5,5,3,2,5,1,2,1,2,1,1,0,1,0,0.6085149807350052,3,3.1,8,3,2.065,0.94,100.0
4,4,3,4,3,2,2,5,2,2,1,1,1,1,1,0.8149694945417671,6,3.1,10,5,0.186,1.32,100.0
2,5,3,2,2,5,4,2,2,2,1,1,0,1,1,0.5222711870814449,6,2.9,10,4,0.589,1.047,93.63
4,1,2,5,3,5,2,2,2,2,0,1,1,0,1,0.682756330030683,3,2.8,9,3,1.535,0.364,79.64
1,4,3,1,2,2,3,4,2,2,1,1,0,1,0,0.9166009309421255,3,2.4,8,3,1.539,1.969,68.58
4,4,3,5,2,4,4,5,2,2,1,1,0,0,1,0.9852664249279499,6,3.5,10,3,1.719,0.12,100.0
2,3,5,2,2,2,5,5,2,1,1,0,1,1,1,0.523553647000867,4,2.9,9,4,1.529,1.761,83.76
2,5,5,2,1,5,3,2,2,2,1,1,1,0,0,0.8959915437357993,6,2.9,9,3,2.59,1.743,91.79
4,3,3,4,4,5,5,4,2,1,1,1,1,1,1,0.7340800851627701,6,3.5,9,5,1.872,0.361,100.0
2,5,4,2,2,2,5,3,2,2,1,0,1,0,1,0.7576088165381218,3,2.9,10,3,0.156,1.975,94.16
5,3,3,4,4,2,5,5,2,2,1,1,1,1,1,0.7617914839498805,5,3.5,10,5,1.822,1.4,90.05
2,5,4,2,2,4,5,2,1,2,0,1,1,1,1,0.5680176539914265,4,2.9,9,4,1.246,1.432,100.0
5,4,4,3,2,2,5,5,2,2,1,1,1,1,1,0.3548665490948754,5,3.4,10,5,1.635,0.012,100.0
3,1,2,3,2,5,4,2,2,2,0,1,1,1,1,0.30753985148759166,4,2.6,9,4,1.161,0.36,84.39
3,2,2,3,3,2,5,3,2,2,1,1,1,1,1,0.9191652384371674,5,2.7,10,5,1.144,1.832,92.64
2,5,5,2,2,4,5,5,2,2,1,0,1,1,1,0.8148321216508971,6,3.4,10,4,2.473,0.523,100.0
2,4,4,1,2,4,1,1,2,2,1,0,1,1,1,0.7681980794982608,4,2.3,7,4,1.318,1.073,81.11
5,4,5,4,2,3,2,2,2,2,0,1,1,1,1,0.7315793195431569,6,3.1,10,4,0.309,0.185,100.0
4,4,5,4,2,2,2,4,1,0,1,1,1,0,1,0.822894763236613,4,2.8,8,4,1.046,1.326,91.65
5,0,1,4,4,1,4,3,2,2,0,1,1,1,0,0.552021002028581,3,2.6,7,3,2.483,0.591,65.37
3,5,5,3,4,2,5,4,2,2,1,1,1,1,1,0.8235637088650547,5,3.5,10,5,0.924,1.575,100.0
2,5,3,2,2,5,4,2,2,2,1,1,1,1,0,0.7730935655625324,6,2.9,10,4,0.212,1.847,100.0
4,4,5,5,3,3,2,2,2,2,0,1,1,1,1,0.327059011750047,4,3.2,10,4,2.298,0.365,87.34
5,4,3,5,4,2,2,5,2,2,0,1,1,1,1,0.9201024465674208,6,3.4,10,4,1.014,1.347,95.96
5,4,4,5,2,5,3,4,2,2,1,1,1,1,1,0.3281307201881442,5,3.6,10,5,2.246,1.399,100.0
5,1,2,5,4,5,2,2,2,2,1,1,1,0,1,0.7863886900645962,4,3.0,9,4,0.956,0.797,99.12
2,5,5,2,2,2,3,4,1,2,1,0,0,1,0,0.7114445893860686,6,2.8,9,2,0.024,1.862,89.47
2,3,5,2,2,5,2,5,2,2,1,1,1,1,1,0.4582805885839305,6,3.0,10,5,1.688,0.755,90.0
1,5,3,1,1,4,4,5,2,2,1,1,1,0,1,0.30289590445015047,6,2.8,7,4,0.701,0.163,89.22
1,5,3,1,2,4,2,5,2,2,1,1,1,1,1,0.8945142437409015,5,2.7,8,5,0.28,0.285,100.0
2,5,3,2,2,3,4,4,2,2,1,1,1,1,0,0.6018728672174569,6,2.9,10,4,0.625,0.965,100.0
2,2,2,2,2,5,4,5,2,2,0,1,0,0,1,0.8491805696494354,6,2.8,10,2,0.554,0.777,88.54
4,5,4,4,4,1,2,4,2,2,1,1,0,1,1,0.476719402070548,6,3.2,9,4,1.64,0.589,90.65
3,5,5,3,2,2,2,2,2,2,1,1,1,0,1,0.7684965635586154,4,2.8,10,4,0.111,0.835,100.0
5,2,1,4,4,5,2,5,2,2,1,1,1,1,1,0.9812319902464035,5,3.2,9,5,2.126,0.83,91.67
2,5,3,2,2,2,4,1,2,2,1,1,1,0,0,0.9340878971458917,3,2.5,9,3,0.925,1.638,90.09
5,1,1,4,2,3,3,1,2,1,1,0,1,0,1,0.567837332233017,3,2.3,6,3,2.043,1.61,67.67
2,4,5,2,1,1,4,4,2,2,1,0,1,1,1,0.8088309474325894,4,2.7,8,4,1.22,1.598,99.16
5,5,4,3,2,4,4,2,2,2,1,1,1,1,1,0.9489932155238188,6,3.3,10,5,2.852,0.254,100.0
2,5,3,2,2,5,2,4,2,2,0,0,1,1,1,0.5364592679727531,6,2.9,10,3,0.124,0.599,99.2
3,2,2,4,3,3,5,2,2,2,0,1,0,1,1,0.9451706980155494,3,2.8,10,3,2.919,1.892,76.44
2,4,4,2,2,5,2,3,2,1,0,1,1,1,0,0.38088806023492505,6,2.7,9,3,0.144,1.781,77.43
3,5,5,5,2,2,4,5,2,2,1,1,1,1,1,0.695146875469856,5,3.5,10,5,1.026,0.098,100.0
4,4,5,5,4,3,3,2,2,2,1,1,1,1,1,0.9348502084188641,6,3.4,10,5,0.034,0.247,100.0
3,3,3,4,2,4,2,5,2,2,1,1,1,1,0,0.3015757130784879,6,3.0,10,4,1.313,0.252,92.44
2,5,4,2,1,3,4,3,2,2,1,1,0,1,1,0.4008208766898178,6,2.8,9,4,0.358,0.868,92.65
5,3,5,3,4,5,4,2,2,2,1,1,1,1,1,0.4089962023150159,5,3.5,10,5,0.125,1.077,100.0
5,0,2,4,4,3,3,2,2,2,1,1,1,0,1,0.6802815895409762,4,2.7,9,4,0.757,1.507,89.39
4,2,2,3,2,5,5,5,2,2,1,1,1,1,1,0.40459171642345537,5,3.2,10,5,2.844,1.352,95.91
5,2,2,5,3,2,5,2,1,2,1,1,1,1,1,0.6066540926355067,5,2.9,9,5,1.729,1.341,100.0
2,3,4,2,2,5,2,2,2,2,1,0,1,1,0,0.3012931588178071,3,2.6,10,3,0.673,0.449,81.92
5,3,3,3,2,2,2,2,2,2,0,1,1,0,1,0.77869133607437,3,2.6,10,3,0.443,0.202,81.88
2,5,4,2,1,2,3,4,1,2,1,1,1,0,0,0.5418820517854968,3,2.6,8,3,1.432,0.041,90.58
3,4,5,4,3,2,4,5,1,2,0,1,1,1,0,0.8257457913313222,6,3.3,9,3,0.802,1.118,100.0
1,5,4,2,2,5,4,2,1,2,0,1,1,1,0,0.5014187089955339,3,2.8,8,3,1.586,1.733,84.3
2,4,3,2,2,2,3,3,0,2,1,1,0,1,1,0.5640358665577572,4,2.3,9,4,1.823,1.215,82.91
5,2,2,5,3,4,1,3,2,2,1,1,1,1,1,0.6236359275858948,5,2.9,9,5,0.55,1.082,85.66
2,4,4,2,2,3,2,5,2,1,1,1,1,1,1,0.48861822167659374,5,2.7,9,5,2.747,0.583,87.01
4,2,2,3,4,5,5,4,2,2,1,1,1,0,1,0.833881578918316,6,3.3,10,4,1.142,1.579,100.0
3,2,2,3,3,5,5,2,2,2,1,1,1,1,1,0.938892061174883,5,2.9,10,5,0.338,0.446,100.0
3,5,4,5,4,2,2,5,2,1,1,1,1,1,1,0.5530000090293105,5,3.3,9,5,0.197,0.913,100.0
3,3,4,3,4,3,2,4,1,2,1,1,1,1,0,0.5797322500798578,4,2.9,9,4,2.068,1.072,89.13
4,3,4,4,2,3,5,2,1,2,1,1,1,1,1,0.34410061265735137,5,3.0,9,5,1.861,1.917,100.0
4,2,2,5,3,3,5,2,2,2,1,1,0,1,1,0.842792209212682,4,3.0,10,4,1.013,0.449,99.33
3,1,2,5,3,2,3,5,2,1,1,0,1,1,1,0.41554608252511804,4,2.7,8,4,0.348,1.029,74.18
2,5,5,2,1,5,5,4,2,2,1,1,0,1,1,0.9889060929625397,6,3.3,9,4,2.974,1.184,100.0
2,3,5,2,2,4,4,3,1,2,1,1,0,0,1,0.9813340551533658,6,2.8,9,3,2.299,1.458,87.19
0,1,2,2,2,5,1,2,2,2,1,1,0,1,0,0.5509697104052728,3,1.9,7,3,2.014,1.98,46.21
3,0,1,3,2,2,4,4,1,1,1,0,1,1,0,0.5163742044171632,3,2.1,6,3,1.574,0.208,58.81
1,2,1,2,1,4,2,5,1,2,1,0,0,1,1,0.30027468038605926,3,2.1,6,3,2.384,1.456,54.5
3,2,2,5,3,2,5,3,2,2,1,1,1,1,1,0.7218932033629855,5,2.9,10,5,2.593,0.779,90.05
2,3,5,2,1,2,5,2,2,2,1,1,1,1,1,0.9355021327400022,5,2.6,9,5,0.334,0.717,100.0
3,4,5,5,3,2,2,3,2,2,0,1,1,1,1,0.8099789422060444,4,3.1,10,4,0.989,0.016,86.11
2,2,1,1,2,5,3,1,2,2,1,0,1,1,1,0.543673270626822,4,2.1,7,4,1.668,1.386,68.82
2,2,2,2,2,4,0,4,2,1,1,1,0,0,1,0.7341521213568127,3,2.1,8,3,2.03,0.729,59.86
1,2,1,1,2,3,2,4,1,2,1,1,0,0,1,0.5465025216375713,3,1.9,6,3,2.078,0.535,55.03
1,4,3,2,2,3,2,1,2,2,1,0,1,0,1,0.5389028294527864,3,2.2,8,3,1.55,0.614,71.15
2,4,5,2,2,5,3,4,0,2,1,1,1,1,1,0.9983899556260938,5,2.9,9,5,0.521,1.545,100.0
5,2,2,4,2,5,5,2,2,2,1,1,0,1,1,0.33151430815425953,6,3.1,10,4,1.381,1.775,94.96
2,5,4,1,2,3,1,4,2,2,1,1,1,0,1,0.329520571243455,4,2.6,8,4,0.62,1.938,75.02
2,3,3,2,2,5,5,2,2,2,1,1,1,1,1,0.5052055825130382,5,2.8,10,5,1.009,0.355,99.99
2,3,5,1,2,3,4,1,1,2,0,1,1,1,0,0.6275516748274924,3,2.4,7,3,1.498,0.613,86.6
5,5,5,4,4,2,1,1,2,2,1,1,1,0,0,0.8637036402363618,3,3.1,8,3,1.354,1.345,90.12
2,5,5,2,2,4,4,4,2,2,1,1,0,1,1,0.505944940425953,6,3.2,10,4,0.449,1.561,100.0
3,5,5,3,4,2,1,3,2,2,1,1,1,1,1,0.9643484669947946,5,3.0,9,5,1.818,0.641,91.25
2,4,3,2,2,5,3,5,2,2,1,1,1,1,1,0.6448631734431054,5,3.0,10,5,2.83,0.465,91.83
5,2,1,3,4,2,3,1,2,2,1,0,1,0,1,0.9996242467131427,3,2.5,8,3,1.156,0.525,86.73
2,5,5,2,1,2,5,3,2,2,0,1,1,1,1,0.9819808744573484,4,2.9,9,4,1.188,0.686,96.28
4,5,5,5,4,3,2,4,1,2,0,0,1,1,1,0.5819068179411793,6,3.5,9,3,0.435,1.085,95.07
3,4,4,3,4,1,2,2,1,2,0,1,1,0,1,0.8207732683200006,3,2.6,8,3,1.434,1.228,75.34
4,2,2,4,4,5,3,5,2,2,1,1,1,1,1,0.4748923579671089,5,3.3,10,5,0.264,0.051,100.0
4,2,1,4,3,3,3,2,1,2,1,1,1,0,0,0.5377326682163045,3,2.5,8,3,2.381,1.21,72.58
2,5,4,2,2,2,3,4,2,2,1,1,1,1,1,0.8201156517762733,5,2.8,10,5,1.632,1.888,91.79
4,4,5,3,2,2,5,5,2,1,1,1,0,1,1,0.4446164411107115,6,3.3,9,4,1.256,1.048,100.0
2,5,4,2,1,2,4,3,2,1,1,0,1,0,1,0.9478980791776737,3,2.6,8,3,0.548,0.594,89.24
2,4,4,2,2,4,5,3,2,2,1,1,1,1,1,0.3395996683635622,5,3.0,10,5,1.854,0.631,93.17
5,3,4,5,3,2,5,5,2,2,1,1,0,1,1,0.9165082803481519,6,3.6,10,4,2.686,0.727,100.0
2,3,4,2,2,5,4,5,2,2,0,1,0,1,1,0.7630225793870699,6,3.1,10,3,0.497,1.208,86.28
2,1,1,2,2,2,5,5,2,2,1,1,1,1,0,0.8898421917980643,4,2.4,8,4,2.139,1.997,71.87
3,5,5,4,2,4,2,4,1,2,1,1,1,1,1,0.8543913926486622,5,3.2,9,5,0.189,1.634,100.0
5,4,5,5,4,3,2,3,2,2,1,1,1,0,1,0.9298322594454658,6,3.5,10,4,1.555,1.798,100.0
5,4,3,5,4,5,4,1,2,1,1,1,1,0,1,0.3340004764748892,6,3.4,8,4,1.104,1.606,100.0
0,4,4,2,2,5,1,2,2,2,1,0,0,1,1,0.6395818027842686,3,2.4,8,3,1.924,0.955,67.91
5,3,3,5,3,2,2,1,2,1,0,1,1,1,0,0.3886280682267296,3,2.7,8,3,0.276,0.374,90.61
2,5,4,2,2,1,4,4,2,2,1,1,1,1,1,0.6881673029630611,5,2.8,9,5,0.36,1.286,98.47
4,2,2,5,3,4,5,5,2,2,1,1,1,1,1,0.9722743768425077,6,3.4,10,5,0.979,0.056,100.0
2,2,2,2,2,2,5,0,2,1,0,1,1,0,1,0.5317785417140156,3,2.0,8,3,1.368,1.403,60.91
5,2,2,5,3,4,2,3,2,2,1,1,1,1,0,0.8508515016030136,4,3.0,10,4,1.774,0.604,96.22
5,4,3,5,4,5,1,4,2,2,0,1,1,1,0,0.4337877424315761,6,3.5,9,3,0.503,1.196,94.09
4,2,2,3,2,4,3,3,2,2,1,1,1,1,0,0.7220310942277308,6,2.7,10,4,2.799,0.3,90.0
4,3,4,5,3,2,1,5,2,1,1,1,1,0,1,0.35208811565864356,4,3.0,8,4,2.564,0.395,91.28
3,1,2,3,4,5,2,1,2,1,0,0,1,1,1,0.8327787215214324,3,2.4,7,3,1.93,1.82,71.57
5,4,3,3,4,5,2,2,2,2,0,1,0,1,1,0.9447485134186322,3,3.2,10,3,2.862,1.801,97.54
2,3,3,2,2,4,5,4,2,2,1,1,0,0,1,0.5366711289903716,6,2.9,10,3,2.145,0.066,93.8
2,4,3,1,2,4,2,5,2,2,1,1,0,1,1,0.5988571149262611,4,2.7,9,4,1.177,0.411,90.12
2,1,2,2,2,4,1,4,2,2,0,1,1,1,0,0.47087767114118195,3,2.2,8,3,0.079,0.962,67.25
4,5,5,4,3,2,4,2,2,1,1,1,1,1,0,0.9411225883531731,4,3.2,9,4,1.697,0.363,100.0
1,4,5,2,2,5,2,2,2,1,1,1,1,1,1,0.9256317246527177,5,2.6,8,5,1.505,0.866,96.45
4,5,4,4,3,2,2,3,2,2,0,1,1,1,1,0.4075411222983577,4,3.1,10,4,2.683,0.501,88.79
4,2,2,3,2,3,5,2,0,2,0,1,1,1,1,0.8105055874218272,4,2.5,9,4,0.371,1.291,100.0
1,2,2,2,2,5,4,3,1,2,1,0,1,1,1,0.6263807145098839,6,2.4,8,4,0.487,1.495,75.1
